"UID","JOB_CATEGORY","JOB_DEP","Working_hours","eco_sect","Terms_of_emp","Employer_type","Emolument","JOB_CONDITION","employee_count","Work_description"
90478,"O","78",1885,"QB","CDI","ct_9",14693,"C","tr_5","525d"
90483,"O","75",1820,"KZ","CDI","ct_9",24990,"C","tr_6","467b"
90487,"O","92",1831,"MB","CDI","ct_5",51069,"C","tr_6","342g"
90499,"X","77",1935,"HZ","AUT","ct_9",16370,"C","tr_6","389a"
90506,"O","91",238,"TZ","CDI","ct_7",2473,"C","tr_1","563c"
90509,"O","75",3000,"QB","CDI","ct_8",34829,"C","tr_2","525d"
90513,"O","92",1813,"MA","CDI","ct_9",36361,"C","tr_6","388a"
90514,"O","91",1999,"CI","CDI","ct_9",26787,"C","tr_6","473b"
90515,"O","91",1840,"QB","CDI","ct_8",17620,"C","tr_3","525d"
90530,"O","91",1820,"GZ","CDI","ct_9",26756,"C","tr_2","676a"
90531,"O","92",1838,"CK","CDI","ct_9",20208,"C","tr_5","543g"
90532,"O","94",1819,"QA","AUT","ct_3",21482,"C","tr_6","632k"
90535,"O","91",1173,"IZ","CDI","ct_6",10651,"P","tr_1","643a"
90549,"O","94",516,"IZ","CDI","ct_9",12464,"P","tr_3","488a"
90559,"O","91",1666,"HZ","CDI","ct_9",18593,"C","tr_1","641a"
90563,"O","91",1820,"QA","CDI","ct_9",14169,"C","tr_2","526b"
90566,"O","91",1215,"IZ","CDI","ct_9",11627,"C","tr_0","561b"
90576,"O","91",1819,"OZ","CDI","ct_2",35828,"C","tr_6","333f"
90580,"O","91",2028,"CH","CDI","ct_9",21411,"C","tr_1","623a"
90583,"O","91",1844,"HZ","CDI","ct_9",18068,"C","tr_5","676a"
90592,"O","92",1908,"JA","CDI","ct_9",24703,"C","tr_5","462e"
90593,"O","75",1820,"MA","CDI","ct_9",25119,"C","tr_3","543b"
90594,"O","91",1820,"HZ","CDI","ct_9",27011,"C","tr_6","423b"
90610,"O","91",1820,"PZ","CDI","ct_8",20594,"C","tr_4","422d"
90612,"O","91",1506,"HZ","CDI","ct_9",29729,"C","tr_3","333c"
90622,"O","91",1957,"MB","CDI","ct_9",30677,"C","tr_6","461b"
90624,"O","91",1052,"KZ","CDI","ct_9",11268,"P","tr_1","542a"
90625,"O","91",2114,"PZ","CDI","ct_8",22957,"P","tr_3","341a"
90628,"O","91",1820,"HZ","CDI","ct_9",56213,"C","tr_5","388c"
90633,"O","75",1987,"KZ","CDI","ct_9",29745,"C","tr_2","376c"
90635,"O","78",1820,"MA","CDI","ct_9",69313,"C","tr_6","372b"
90637,"O","94",1820,"MB","CDI","ct_1",22696,"C","tr_6","451e"
90645,"O","91",1820,"QA","AUT","ct_3",18069,"C","tr_6","523d"
90647,"O","75",1855,"QA","CDI","ct_8",23581,"C","tr_6","431f"
90648,"O","91",1832,"PZ","CDI","ct_9",21783,"C","tr_1","423a"
90653,"O","91",1966,"QA","CDI","ct_8",21272,"C","tr_4","526a"
90658,"O","95",2458,"HZ","CDI","ct_9",21741,"C","tr_1","641a"
90659,"O","91",415,"GZ","CDI","ct_9",5116,"F","tr_5","543b"
90663,"O","92",1951,"QA","CDI","ct_9",27866,"C","tr_1","526b"
90664,"O","91",279,"FZ","CDI","ct_9",13212,"C","tr_2","632d"
90666,"O","91",2237,"HZ","CDI","ct_9",29560,"C","tr_6","641a"
90678,"O","94",2063,"GZ","CDI","ct_9",27073,"C","tr_5","477c"
90682,"O","91",1937,"PZ","TOA","ct_1",48260,"C","tr_6","342b"
90683,"O","91",851,"QB","CDI","ct_9",8149,"C","tr_4","526a"
90684,"O","91",1819,"OZ","CDI","ct_2",39131,"C","tr_6","333f"
90688,"A","91",861,"DZ","APP","ct_9",9073,"C","tr_4","485a"
90689,"O","91",1847,"PZ","AUT","ct_1",38206,"C","tr_5","341a"
90692,"O","91",1894,"CI","CDI","ct_9",91620,"C","tr_6","383c"
90699,"O","92",1820,"GZ","CDI","ct_9",43173,"C","tr_6","388c"
90706,"O","75",1869,"NZ","CDI","ct_9",12811,"C","tr_6","534a"
90707,"O","92",1789,"MA","CDI","ct_9",19190,"C","tr_5","543h"
90708,"O","91",1661,"MA","CDI","ct_9",25856,"C","tr_1","478a"
90709,"O","91",1031,"CI","CDD","ct_9",20916,"P","tr_3","385a"
90716,"O","91",273,"QB","CDI","ct_9",28133,"C","tr_4","636d"
90717,"O","91",1666,"QB","CDI","ct_8",16329,"C","tr_5","434f"
90718,"O","92",2532,"KZ","CDI","ct_9",45173,"C","tr_6","467a"
90720,"O","91",1824,"MA","CDI","ct_9",28752,"C","tr_5","474b"
90723,"O","92",2200,"JB","CDI","ct_9",50109,"C","tr_5","372e"
90724,"O","92",2200,"GZ","CDI","ct_9",59957,"C","tr_3","374d"
90730,"O","78",1827,"CL","CDI","ct_9",29800,"C","tr_6","461d"
90731,"O","94",1846,"GZ","CDI","ct_9",22019,"C","tr_2","433d"
90738,"O","91",1830,"NZ","CDI","ct_9",16579,"C","tr_6","628g"
90739,"O","91",2200,"MC","CDI","ct_9",50566,"C","tr_1","374d"
90740,"O","91",1848,"QA","CDI","ct_3",19202,"C","tr_6","525d"
90748,"O","75",1424,"KZ","CDI","ct_9",21282,"P","tr_4","467b"
90750,"A","91",1820,"MA","APP","ct_9",15308,"C","tr_4","474b"
90752,"O","92",1676,"PZ","CDI","ct_8",21794,"C","tr_6","434d"
90758,"O","75",1824,"HZ","CDI","ct_5",41811,"C","tr_6","466a"
90773,"O","75",1803,"NZ","CDI","ct_9",14930,"C","tr_6","534a"
90776,"O","91",1886,"HZ","CDI","ct_9",26014,"C","tr_1","466c"
90779,"O","91",1836,"CC","CDI","ct_9",21170,"C","tr_5","627f"
90781,"O","92",1841,"QB","CDI","ct_8",18074,"C","tr_4","526a"
90789,"O","93",1571,"QA","CDI","ct_9",29736,"C","tr_6","525d"
90790,"O","75",1801,"NZ","CDI","ct_9",15965,"C","tr_6","534a"
90791,"O","91",1820,"FZ","CDI","ct_9",38045,"C","tr_3","481b"
90794,"O","91",1820,"GZ","CDI","ct_9",42844,"C","tr_2","465a"
90803,"O","13",758,"MA","CDI","ct_9",10793,"P","tr_5","483a"
90804,"O","92",1965,"KZ","CDI","ct_9",41808,"C","tr_6","376b"
90806,"O","75",1820,"GZ","CDI","ct_9",31318,"C","tr_1","461b"
90813,"O","75",1820,"FZ","CDI","ct_9",32628,"C","tr_6","632a"
90814,"O","91",1344,"MB","CDI","ct_5",25723,"C","tr_6","461f"
90816,"O","94",2010,"CA","CDI","ct_9",41808,"C","tr_5","374b"
90820,"O","45",2028,"IZ","CDI","ct_9",16900,"C","tr_2","636d"
90821,"O","75",1077,"SZ","CDD","ct_8",11683,"C","tr_2","543b"
90826,"O","91",1604,"FZ","CDI","ct_9",27232,"C","tr_2","481b"
90828,"O","92",1802,"QA","CDI","ct_8",17231,"C","tr_6","526a"
90831,"O","91",1850,"MA","CDI","ct_6",21973,"C","tr_2","477d"
90832,"O","94",1786,"GZ","CDI","ct_9",29611,"C","tr_2","543g"
90836,"O","91",1820,"LZ","CDI","ct_9",19504,"C","tr_1","463d"
90842,"O","91",726,"PZ","CDI","ct_9",12673,"P","tr_3","422e"
90845,"O","75",1081,"NZ","TTP","ct_9",24597,"C","tr_5","543e"
90847,"O","91",1820,"CA","CDI","ct_9",34794,"C","tr_3","374d"
90848,"O","75",1820,"HZ","CDI","ct_9",24521,"C","tr_6","451a"
90849,"O","92",3000,"QA","CDI","ct_9",31282,"C","tr_6","525d"
90855,"O","31",1115,"NZ","CDD","ct_9",10868,"C","tr_3","541d"
90860,"O","91",1232,"NZ","CDI","ct_9",9993,"P","tr_5","684a"
90864,"O","77",1820,"KZ","CDI","ct_9",28145,"C","tr_1","467a"
90867,"O","92",1552,"JB","CDI","ct_9",36950,"P","tr_6","374c"
90869,"O","94",2247,"HZ","CDI","ct_9",26886,"C","tr_3","641a"
90875,"X","91",455,"RZ","AUT","ct_8",14151,"C","tr_1","435b"
90878,"O","91",508,"FZ","CDI","ct_9",3617,"P","tr_1","632k"
90880,"O","93",2447,"NZ","CDI","ct_9",18904,"C","tr_5","676a"
90886,"O","91",1570,"QA","CDI","ct_8",21255,"C","tr_6","434b"
90892,"O","91",1820,"SZ","CDI","ct_9",25310,"C","tr_1","543b"
90898,"O","91",2022,"HZ","CDI","ct_9",24273,"C","tr_6","451a"
90900,"O","94",860,"FZ","CDD","ct_9",11788,"C","tr_3","542a"
90902,"O","75",1040,"IZ","CDI","ct_9",11394,"C","tr_1","561d"
90903,"O","91",1884,"GZ","CDI","ct_9",33116,"C","tr_1","344d"
90914,"O","77",1872,"CL","CDI","ct_9",35431,"C","tr_6","474c"
90916,"O","91",910,"QA","CDI","ct_3",47297,"P","tr_6","431e"
90919,"O","91",2140,"GZ","CDI","ct_9",24914,"C","tr_3","462b"
90924,"O","91",583,"NZ","TTP","ct_9",12856,"F","tr_5","652a"
90937,"O","75",2184,"NZ","TTP","ct_9",27511,"C","tr_2","633a"
90946,"O","94",1255,"KZ","CDD","ct_9",22122,"C","tr_6","467b"
90950,"O","92",2764,"JC","CDI","ct_9",58839,"C","tr_6","388d"
90960,"O","91",1885,"HZ","CDI","ct_9",26906,"C","tr_5","543e"
90968,"O","91",1835,"MB","CDI","ct_5",72041,"C","tr_6","342g"
90978,"O","92",1975,"JC","CDI","ct_9",38523,"C","tr_6","388a"
90983,"O","94",1819,"HZ","CDI","ct_9",33792,"C","tr_6","486d"
90989,"O","91",151,"CH","CDI","ct_9",1956,"C","tr_4","674d"
90995,"O","75",1820,"GZ","CDI","ct_9",19883,"C","tr_1","634c"
91000,"O","91",1795,"QA","CDI","ct_8",14879,"C","tr_6","526a"
91002,"O","94",1782,"FZ","CDI","ct_9",21611,"C","tr_2","632a"
91004,"O","94",455,"SZ","CDD","ct_8",12779,"C","tr_6","543g"
91006,"O","91",1820,"CE","CDI","ct_9",20760,"C","tr_4","625c"
91007,"O","92",1778,"QB","CDI","ct_6",13916,"C","tr_3","563a"
91008,"O","91",1950,"GZ","CDI","ct_9",16349,"C","tr_4","634c"
91011,"O","93",2028,"IZ","CDI","ct_9",19988,"C","tr_3","468a"
91030,"O","75",1595,"IZ","CDI","ct_9",21693,"C","tr_2","542a"
91048,"O","91",1820,"CE","CDI","ct_9",31870,"C","tr_4","484a"
91055,"O","91",1043,"NZ","CDI","ct_8",11314,"C","tr_1","564a"
91057,"O","92",1820,"HZ","CDI","ct_9",26589,"C","tr_6","333c"
91058,"O","94",1820,"HZ","CDI","ct_9",45271,"C","tr_6","546a"
91063,"O","92",1916,"CL","CDI","ct_9",66446,"C","tr_6","384a"
91064,"O","78",85,"PZ","CDD","ct_9",2805,"P","tr_3","423b"
91066,"O","91",582,"QB","CDI","ct_9",6455,"P","tr_4","526d"
91067,"O","91",2028,"MA","CDI","ct_9",30666,"C","tr_2","543b"
91068,"O","91",1820,"GZ","CDI","ct_9",26043,"C","tr_1","433d"
91073,"O","91",1074,"QB","CDI","ct_7",4126,"D","tr_0","563a"
91080,"O","94",2028,"NZ","CDI","ct_9",26089,"C","tr_2","641a"
91090,"O","78",2040,"CH","CDI","ct_9",30855,"C","tr_3","474a"
91095,"O","91",297,"QB","CDI","ct_9",5317,"C","tr_4","526a"
91096,"O","91",2500,"HZ","CDI","ct_9",28774,"C","tr_2","641a"
91106,"O","91",2008,"QA","CDI","ct_9",16700,"C","tr_3","526e"
91109,"O","94",1820,"MB","CDI","ct_1",53018,"C","tr_6","333e"
91121,"X","75",686,"FZ","AUT","ct_9",4522,"C","tr_2","633a"
91131,"O","91",1213,"HZ","CDI","ct_9",25769,"C","tr_6","461b"
91133,"O","92",1582,"FZ","CDI","ct_9",46546,"C","tr_6","382c"
91134,"O","75",1856,"GZ","CDI","ct_9",14471,"C","tr_1","554b"
91137,"O","91",1819,"CI","CDI","ct_9",71081,"C","tr_6","385a"
91140,"O","75",1820,"OZ","CDI","ct_1",30154,"C","tr_4","524b"
91151,"O","91",1797,"FZ","CDI","ct_9",21668,"C","tr_2","676e"
91161,"O","94",1820,"HZ","CDI","ct_9",52504,"C","tr_6","333c"
91164,"O","69",1079,"SZ","CDI","ct_9",11448,"P","tr_5","478b"
91166,"O","94",1712,"QA","CDI","ct_8",24830,"C","tr_6","625h"
91174,"O","94",1928,"CM","CDI","ct_9",30132,"C","tr_5","383a"
91179,"O","75",1820,"MA","CDI","ct_9",22173,"C","tr_6","474b"
91181,"O","91",1920,"CK","CDI","ct_9",22394,"C","tr_3","624b"
91184,"O","75",2200,"HZ","CDI","ct_9",52111,"C","tr_6","333c"
91187,"O","78",1819,"JC","CDI","ct_9",46391,"C","tr_6","388a"
91188,"O","93",1820,"JA","CDI","ct_9",34348,"C","tr_3","374c"
91200,"O","92",1820,"LZ","CDI","ct_9",58627,"C","tr_1","372c"
91201,"O","78",1857,"GZ","CDI","ct_9",17908,"C","tr_5","554c"
91205,"O","75",1117,"MA","CDI","ct_9",51165,"P","tr_6","376g"
91208,"O","75",484,"IZ","CDI","ct_9",7118,"F","tr_3","461b"
91209,"O","93",1885,"JC","CDI","ct_9",29247,"C","tr_5","388c"
91211,"O","92",1820,"DZ","AUT","ct_9",37822,"C","tr_6","372a"
91212,"O","92",2091,"IZ","CDI","ct_9",22004,"C","tr_2","468a"
91217,"O","75",171,"MA","CDI","ct_9",5249,"C","tr_3","386b"
91219,"O","78",1800,"NZ","CDI","ct_9",20228,"C","tr_3","521a"
91222,"O","78",1820,"OZ","AUT","ct_1",35456,"C","tr_6","332a"
91225,"O","75",2028,"CB","CDI","ct_9",39407,"C","tr_5","387a"
91227,"O","92",1820,"GZ","CDI","ct_9",27971,"C","tr_5","461f"
91234,"O","92",2893,"QA","CDI","ct_8",76896,"C","tr_3","373b"
91238,"O","75",1855,"JA","CDI","ct_9",36361,"C","tr_6","372f"
91239,"O","92",966,"MC","CDI","ct_9",17791,"P","tr_6","467b"
91240,"O","78",1933,"FZ","CDI","ct_9",38046,"C","tr_4","382c"
91244,"O","92",1472,"QB","CDI","ct_9",12231,"C","tr_3","525d"
91247,"O","92",1819,"KZ","CDI","ct_9",39936,"C","tr_6","372b"
91250,"O","75",962,"NZ","TTP","ct_9",23883,"P","tr_5","461b"
91252,"O","92",1819,"NZ","CDI","ct_9",19903,"C","tr_5","477a"
91256,"O","92",1875,"QB","CDI","ct_9",14297,"C","tr_2","526c"
91260,"O","92",1579,"JC","CDI","ct_9",35956,"C","tr_6","388a"
91266,"O","93",1455,"HZ","CDI","ct_9",37485,"P","tr_6","372b"
91274,"O","92",2200,"CJ","CDI","ct_9",53506,"C","tr_6","383c"
91276,"O","75",648,"KZ","CDI","ct_9",15431,"P","tr_1","461d"
91277,"O","93",1542,"HZ","CDI","ct_9",13586,"C","tr_3","676a"
91279,"O","75",1816,"DZ","CDI","ct_9",46389,"C","tr_6","386d"
91280,"O","92",2536,"QA","CDI","ct_8",54467,"C","tr_6","344a"
91291,"O","92",2028,"MA","CDI","ct_9",24814,"C","tr_1","542a"
91296,"O","92",2028,"MA","CDI","ct_9",24060,"C","tr_1","543b"
91303,"O","92",1531,"GZ","CDI","ct_9",16025,"C","tr_5","676d"
91309,"O","92",1878,"GZ","CDI","ct_9",27201,"C","tr_5","477a"
91310,"O","75",1724,"JC","CDI","ct_9",24631,"C","tr_6","478c"
91315,"O","92",1437,"IZ","CDI","ct_9",10886,"C","tr_1","636d"
91318,"O","75",758,"JA","CDI","ct_9",24859,"C","tr_1","373d"
91321,"O","92",1790,"TZ","CDI","ct_7",18405,"C","tr_1","563c"
91322,"O","92",1105,"GZ","CDI","ct_9",8432,"P","tr_3","551a"
91331,"O","29",695,"OZ","AUT","ct_1",16546,"P","tr_6","334a"
91337,"O","92",941,"PZ","CDI","ct_8",9173,"P","tr_4","341a"
91338,"O","92",1910,"GZ","CDI","ct_6",26517,"C","tr_1","433d"
91339,"O","75",1089,"MA","CDI","ct_9",18716,"C","tr_6","472c"
91357,"O","78",1519,"CL","CDI","ct_9",50034,"P","tr_6","384a"
91362,"O","92",2114,"HZ","CDI","ct_9",26321,"C","tr_6","451a"
91369,"O","75",2134,"MA","CDI","ct_9",35488,"C","tr_6","388d"
91371,"O","92",360,"JA","CDI","ct_9",6469,"C","tr_1","373d"
91374,"X","75",1560,"JA","AUT","ct_8",12591,"P","tr_1","354f"
91379,"O","75",953,"SZ","CDI","ct_9",15715,"P","tr_1","424a"
91384,"O","92",1844,"QA","CDI","ct_9",17996,"C","tr_5","525d"
91385,"O","75",2200,"JC","CDI","ct_9",54536,"C","tr_6","372c"
91387,"O","92",2074,"QA","CDI","ct_9",29166,"C","tr_6","526a"
91390,"O","92",2195,"MA","CDI","ct_9",50634,"C","tr_6","387f"
91400,"O","93",1995,"CL","CDI","ct_9",33533,"C","tr_4","487a"
91403,"O","92",1820,"QA","CDI","ct_8",24726,"C","tr_5","431f"
91407,"O","94",2028,"GZ","CDI","ct_9",55121,"C","tr_5","388c"
91410,"O","92",2200,"CL","CDI","ct_9",51994,"C","tr_6","384b"
91417,"O","95",1818,"PZ","AUT","ct_1",28895,"C","tr_4","341a"
91418,"O","75",1722,"IZ","CDI","ct_9",26671,"C","tr_5","468a"
91419,"O","92",1211,"MA","CDI","ct_9",27223,"P","tr_6","372b"
91422,"O","92",1884,"OZ","CDI","ct_2",23481,"C","tr_6","451g"
91427,"O","75",1820,"OZ","AUT","ct_1",44750,"C","tr_6","333e"
91429,"O","92",1820,"DZ","AUT","ct_9",52700,"C","tr_6","388b"
91431,"O","92",2200,"GZ","CDI","ct_9",44376,"C","tr_5","374d"
91435,"O","92",1830,"QA","CDI","ct_8",16605,"C","tr_6","525d"
91439,"O","92",419,"MA","TOA","ct_9",7065,"F","tr_6","553c"
91440,"O","75",1820,"OZ","CDI","ct_4",50417,"C","tr_6","376f"
91442,"O","75",2000,"MA","CDI","ct_9",39185,"C","tr_2","372b"
91446,"O","93",1916,"DZ","AUT","ct_9",41817,"C","tr_6","387d"
91447,"O","75",1820,"OZ","CDI","ct_4",66828,"C","tr_5","344b"
91451,"O","93",1380,"CL","CDI","ct_9",43691,"P","tr_6","387a"
91456,"O","78",1638,"MA","CDI","ct_9",40571,"P","tr_6","382a"
91460,"O","75",2500,"HZ","CDI","ct_9",52810,"C","tr_5","388a"
91463,"O","92",2548,"GZ","CDI","ct_9",29460,"C","tr_5","551a"
91466,"O","75",2200,"JC","CDI","ct_9",51417,"C","tr_3","352a"
91469,"O","75",1218,"NZ","TTP","ct_9",15859,"C","tr_1","478c"
91471,"O","94",3000,"NZ","CDI","ct_6",53997,"C","tr_6","534a"
91475,"O","92",1028,"JC","CDI","ct_9",28822,"P","tr_6","388a"
91487,"O","92",1945,"OZ","AUT","ct_2",39894,"P","tr_6","354g"
91489,"O","62",2555,"GZ","CDI","ct_9",40330,"C","tr_2","463c"
91492,"O","92",1929,"JC","CDI","ct_9",31947,"C","tr_6","388a"
91500,"O","92",1709,"QA","CDI","ct_3",19949,"C","tr_6","431f"
91501,"O","78",2028,"PZ","AUT","ct_1",31935,"C","tr_6","342b"
91502,"O","92",566,"QB","CDI","ct_7",5145,"F","tr_1","563b"
91514,"O","75",1882,"GZ","CDI","ct_9",14316,"C","tr_3","554e"
91522,"O","92",639,"RZ","CDI","ct_8",7386,"Y","tr_1","541b"
91529,"O","92",1821,"CF","CDI","ct_9",29066,"C","tr_6","542a"
91533,"O","75",1322,"LZ","CDI","ct_9",18356,"C","tr_4","564a"
91536,"O","75",1361,"NZ","CDI","ct_9",29991,"C","tr_4","388d"
91540,"O","92",3000,"GZ","CDI","ct_9",50258,"C","tr_2","374c"
91541,"O","75",678,"HZ","CDI","ct_9",9678,"P","tr_6","642b"
91546,"O","91",2635,"MB","CDI","ct_9",52570,"C","tr_6","374c"
91548,"O","77",1824,"HZ","CDI","ct_5",38871,"C","tr_2","526d"
91550,"O","92",1658,"JC","CDI","ct_9",32652,"P","tr_6","388c"
91555,"O","92",1792,"GZ","CDI","ct_9",43746,"C","tr_4","374d"
91558,"O","75",1455,"KZ","CDI","ct_9",57134,"P","tr_6","375b"
91560,"O","91",1732,"MB","CDI","ct_5",21854,"C","tr_6","534a"
91562,"O","75",497,"HZ","CDI","ct_9",29011,"C","tr_5","372a"
91567,"O","95",1052,"NZ","CDI","ct_9",9924,"P","tr_6","684a"
91569,"O","75",1068,"IZ","CDI","ct_9",11881,"C","tr_1","468a"
91571,"A","42",1462,"CI","APP","ct_9",8184,"C","tr_5","462d"
91573,"O","92",355,"MA","CDI","ct_9",4025,"P","tr_1","542a"
91583,"O","92",2015,"IZ","CDI","ct_9",18922,"C","tr_1","636d"
91589,"O","78",2500,"HZ","CDI","ct_9",56059,"C","tr_6","521a"
91592,"O","94",1820,"HZ","CDI","ct_9",44252,"C","tr_6","333c"
91604,"O","93",1819,"CL","CDI","ct_9",40501,"C","tr_5","384a"
91609,"O","92",1908,"JC","CDI","ct_9",44656,"C","tr_5","388c"
91618,"O","92",2200,"JC","CDI","ct_9",51476,"C","tr_6","373b"
91621,"O","78",2198,"CI","CDI","ct_9",51000,"C","tr_6","388b"
91622,"O","92",2456,"QA","CDI","ct_9",28719,"C","tr_5","526a"
91624,"O","92",1449,"GZ","CDI","ct_9",39836,"P","tr_6","373b"
91628,"O","92",2956,"CF","CDI","ct_9",51513,"C","tr_3","385b"
91632,"O","92",3000,"QA","CDI","ct_9",51037,"C","tr_5","431f"
91640,"O","75",1820,"HZ","CDI","ct_9",30608,"C","tr_6","333c"
91644,"O","92",572,"QB","CDI","ct_9",5744,"F","tr_4","543g"
91646,"O","92",167,"NZ","CDI","ct_8",1505,"P","tr_1","684a"
91648,"O","75",1648,"JA","CDI","ct_9",35746,"C","tr_1","353c"
91651,"O","92",1826,"CM","CDI","ct_9",23733,"C","tr_5","474c"
91654,"O","78",2200,"GZ","CDI","ct_9",51916,"C","tr_5","373d"
91660,"O","75",2150,"QA","CDI","ct_9",21529,"C","tr_1","526e"
91667,"O","75",1820,"MA","CDI","ct_9",47968,"C","tr_3","542a"
91669,"O","75",1820,"MA","CDI","ct_9",34810,"C","tr_5","541d"
91674,"O","92",1820,"QB","CDI","ct_8",16880,"C","tr_3","564b"
91676,"O","75",2200,"MA","CDI","ct_9",51756,"C","tr_3","372a"
91679,"X","25",1148,"CL","AUT","ct_9",9323,"C","tr_6","671c"
91680,"O","75",1820,"QA","CDI","ct_6",23821,"C","tr_1","526b"
91683,"O","92",1820,"DZ","CDD","ct_9",38268,"C","tr_6","461f"
91687,"X","94",349,"QB","AUT","ct_8",8875,"P","tr_2","541b"
91692,"O","75",1705,"JA","CDI","ct_9",48465,"C","tr_2","388a"
91704,"O","75",1955,"IZ","CDI","ct_9",18897,"C","tr_1","561e"
91705,"O","78",1812,"RZ","CDI","ct_8",47706,"C","tr_4","372b"
91706,"O","92",1567,"TZ","CDI","ct_7",19610,"C","tr_1","563c"
91707,"O","92",1822,"JC","CDI","ct_9",32834,"C","tr_6","388a"
91708,"O","92",2106,"PZ","AUT","ct_2",40170,"C","tr_2","421b"
91711,"O","92",2416,"JC","CDI","ct_9",33216,"C","tr_6","462e"
91712,"O","75",2200,"KZ","CDI","ct_9",65962,"C","tr_5","376b"
91714,"O","92",1765,"KZ","CDD","ct_9",29516,"C","tr_1","543e"
91715,"O","75",1849,"CB","CDI","ct_9",22936,"C","tr_6","554f"
91716,"O","78",2200,"CI","CDI","ct_9",58331,"C","tr_6","384a"
91728,"O","75",1820,"OZ","CDI","ct_5",29875,"C","tr_6","461f"
91735,"O","92",2351,"MA","CDI","ct_9",54224,"C","tr_1","311e"
91739,"O","75",419,"NZ","CDI","ct_9",25092,"C","tr_1","466a"
91740,"O","75",1740,"MC","CDI","ct_9",36633,"C","tr_4","374c"
91742,"O","78",127,"TZ","CDI","ct_7",1387,"C","tr_1","563c"
91749,"O","92",1820,"QA","AUT","ct_3",19099,"C","tr_6","433d"
91750,"O","75",1875,"JA","CDI","ct_9",27916,"C","tr_6","534a"
91755,"O","92",1820,"KZ","CDI","ct_9",15403,"C","tr_1","542a"
91761,"O","75",2563,"MA","CDI","ct_9",40484,"C","tr_1","461d"
91762,"O","75",2200,"JA","CDI","ct_9",50601,"C","tr_3","388a"
91776,"O","92",2200,"CI","CDI","ct_9",62492,"C","tr_5","388e"
91779,"O","93",1483,"GZ","CDI","ct_9",21121,"P","tr_3","551a"
91790,"O","92",2200,"KZ","CDI","ct_9",53105,"C","tr_6","372e"
91793,"O","94",2224,"QA","TOA","ct_8",34850,"C","tr_6","431f"
91795,"O","92",1771,"KZ","CDI","ct_9",45537,"C","tr_6","467c"
91797,"O","92",1354,"JC","CDI","ct_9",12862,"C","tr_6","388c"
91798,"O","78",1820,"MA","CDI","ct_9",49852,"C","tr_4","387b"
91801,"O","92",1641,"EZ","CDI","ct_9",16845,"C","tr_6","684b"
91807,"O","92",1836,"GZ","CDI","ct_9",47458,"C","tr_2","344d"
91809,"O","95",1820,"QA","CDI","ct_8",54697,"C","tr_3","344b"
91812,"O","94",1820,"GZ","CDI","ct_9",33255,"C","tr_2","462e"
91824,"O","92",1820,"JA","CDI","ct_9",55370,"C","tr_6","352a"
91826,"O","91",1880,"GZ","CDI","ct_9",27973,"C","tr_6","462e"
91834,"O","78",2353,"PZ","CDD","ct_4",31552,"C","tr_5","422c"
91839,"O","92",188,"QA","CDI","ct_9",17226,"C","tr_1","526b"
91840,"O","75",1820,"JA","CDI","ct_9",58907,"C","tr_6","353c"
91841,"O","92",1959,"EZ","CDI","ct_9",52535,"C","tr_6","373a"
91842,"O","75",1631,"MA","CDI","ct_9",34969,"C","tr_2","373c"
91850,"O","92",2028,"QA","AUT","ct_3",27806,"C","tr_6","431f"
91856,"O","92",2200,"CE","CDI","ct_9",54631,"C","tr_5","371a"
91861,"O","75",2028,"GZ","CDI","ct_9",16593,"C","tr_1","643a"
91863,"O","75",2214,"MA","CDI","ct_9",71005,"C","tr_3","543b"
91867,"O","92",1910,"PZ","CDI","ct_8",34386,"C","tr_5","341a"
91868,"O","92",2426,"QA","CDI","ct_9",21361,"C","tr_5","526a"
91875,"O","75",1938,"CA","CDI","ct_9",21670,"C","tr_1","636c"
91877,"O","75",2200,"JC","CDI","ct_9",55650,"C","tr_1","388a"
91880,"O","92",1820,"KZ","CDI","ct_9",30934,"C","tr_6","467a"
91881,"O","75",1989,"NZ","CDI","ct_9",18767,"C","tr_6","423b"
91883,"O","78",1824,"OZ","AUT","ct_1",18605,"C","tr_6","532b"
91889,"O","92",1820,"KZ","CDI","ct_9",30589,"C","tr_2","376b"
91891,"O","92",1441,"IZ","CDI","ct_9",12514,"P","tr_1","636d"
91893,"O","75",2028,"GZ","CDI","ct_9",43258,"C","tr_2","463e"
91894,"O","75",1797,"JA","CDI","ct_9",52300,"C","tr_6","388a"
91902,"O","78",1826,"MB","CDI","ct_9",42802,"C","tr_6","475a"
91904,"O","75",2196,"KZ","CDI","ct_9",30792,"C","tr_2","467a"
91906,"O","75",2955,"GZ","CDI","ct_9",49869,"C","tr_1","556a"
91908,"O","78",1923,"GZ","CDI","ct_9",31539,"C","tr_6","462b"
91914,"O","92",1792,"QB","CDI","ct_9",15406,"C","tr_2","526c"
91925,"O","93",1889,"QA","CDI","ct_9",29457,"C","tr_6","431f"
91930,"O","92",1820,"MB","CDI","ct_5",41762,"C","tr_6","461f"
91933,"O","75",1820,"PZ","CDI","ct_9",23240,"C","tr_2","421b"
91939,"O","75",2200,"KZ","CDI","ct_9",50145,"C","tr_2","374c"
91942,"O","94",2170,"GZ","CDI","ct_9",57230,"C","tr_6","374c"
91943,"O","92",1820,"OZ","CDI","ct_2",20160,"C","tr_6","526c"
91944,"O","75",1836,"MA","CDI","ct_9",34551,"C","tr_6","372b"
